Profile,Lat,Long,Depth,Symbol,SiBCS,Soil taxonomy,Soil order,PM,Lab_SOM,LAB_L_dry,LAB_A_dry,LAB_B_dry,LAB_L_moist,LAB_A_moist,LAB_B_moist,pXRF_Ag,pXRF_Al2O3,pXRF_As,pXRF_Bi,pXRF_CaO,pXRF_Ce,pXRF_Cl,pXRF_Cr,pXRF_Cu,pXRF_Fe,pXRF_K2O,pXRF_Mn,pXRF_Mo,pXRF_Nb,pXRF_Ni,pXRF_P2O5,pXRF_Pb,pXRF_Rb,pXRF_SiO2,pXRF_Sr,pXRF_Ta,pXRF_Ti,pXRF_Tl,pXRF_V,pXRF_Y,pXRF_Zn,pXRF_Zr
64,7652786,502985,60-100,LV,Latossolo Vermelho,Anionic Acrudoxs,Oxisols,Gabbro,0.580046403712297,36.63,21.91,24.78,26.24,17.27,14.79,0,161581,0,24,386,396,600,1152,92,180549,893,894,0,0,115,0,70,13,118211,0,0,13251,0,419,0,69,179
99,7653487.46183,503422.418111,60-100,NV,Nitossolo Vermelho,Rhodic Kandiudults,Ultisols,Gabbro,0.9280742459396752,42.75,17.25,25.06,27.92,14.54,15.9,0,163811,0,8,1340,352,648,1210,37,79784,4298,966,0,13,198,1302,7,16,283433,3,14,10731,16,95,10,44,252
99,7653487.46183,503422.418111,20-60,NV,Nitossolo Vermelho,Rhodic Kandiudults,Ultisols,Gabbro,0.9280742459396752,40.89,16.86,24.13,27.67,13.76,14.6,5,132251,3,0,1283,526,798,1135,31,77248,3597,914,0,14,170,680,21,16,222198,7,0,9968,0,40,12,40,258
99,7653487.46183,503422.418111,0-20,NV,Nitossolo Vermelho,Rhodic Kandiudults,Ultisols,Gabbro,1.2180974477958237,39.88,17.79,24.09,29.32,15.1,15.84,0,162103,3,0,1174,1215,638,1542,38,94266,3334,713,0,18,195,517,19,15,254603,3,6,10905,0,71,11,41,242
98,7653489,503417,0-20,NV,Nitossolo Vermelho,Rhodic Kandiudults,Ultisols,Gabbro,1.2180974477958237,51.42,17.32,25.72,33.28,18.02,19.9,0,144243,2,0,906,1186,378,1641,35,95962,3312,825,0,13,203,270,11,16,239224,0,6,11439,0,107,7,41,240
32,7652230,502239,0-20,NV,Nitossolo Vermelho,Rhodic Kandiudults,Ultisols,Gneiss,2.668213457076566,52.34,12.95,24.13,34.02,13.05,18.18,0,245797,0,0,2388,711,514,541,26,51366,3989,277,0,0,70,279,0,9,338565,5,10,5178,0,71,0,27,142
32,7652230,502239,60-100,NV,Nitossolo Vermelho,Rhodic Kandiudults,Ultisols,Gneiss,0.580046403712297,59.07,18.99,30.03,34.5,19.16,22.26,0,239786,0,0,302,884,508,495,27,48663,3742,57,0,0,78,226,7,0,303677,0,17,4458,17,21,3,27,130
93,7652972,503358,0-20,NV,Nitossolo Vermelho,Rhodic Kandiudults,Ultisols,Gneiss,3.88631090487239,45.07,16.03,22.28,30.53,14.73,15.47,0,157619,2,0,4667,753,569,146,45,85234,3204,1273,0,9,65,545,16,12,284269,18,0,12375,0,63,3,39,251
93,7652972,503358,60-100,NV,Nitossolo Vermelho,Rhodic Kandiudults,Ultisols,Gneiss,1.2180974477958237,47.17,18.02,23.05,27.76,17.06,17.12,0,206853,0,0,256,1378,700,204,37,81726,3380,764,0,13,70,306,24,10,307838,2,7,10000,0,47,4,39,273
86,7653049,503306,60-100,NV,Nitossolo Vermelho,Rhodic Kandiudults,Ultisols,Gneiss,0.5220417633410673,44.25,10.14,18.07,34.83,10.47,16.34,0,193665,0,0,308,1802,607,193,46,96551,2627,326,0,0,35,0,19,6,230137,0,12,9309,0,31,0,22,271
51,7652045,502798,0-20,NV,Nitossolo Vermelho,Rhodic Kandiudults,Ultisols,Gabbro,4.234338747099768,41.17,16.84,23.46,29.68,14.43,16.58,0,149803,0,0,1763,0,353,1317,140,158626,975,1526,0,11,250,491,41,7,187942,0,0,16230,0,372,11,94,180
51,7652045,502798,60-100,NV,Nitossolo Vermelho,Rhodic Kandiudults,Ultisols,Gabbro,0.5220417633410673,45.95,21.02,27.87,32.71,19.99,20.05,0,185806,0,0,346,2077,400,1238,141,167627,1730,894,0,4,276,293,45,12,200871,0,0,12949,0,223,22,86,187
97,7653093,503373,60-100,NV,Nitossolo Vermelho,Rhodic Kandiudults,Ultisols,Gabbro,0.6960556844547564,55.3,14.35,26.02,36.77,15.9,22.72,0,109441,0,47,457,1495,413,3772,83,212046,1783,1663,0,0,2276,0,76,25,163860,0,0,10043,0,39,0,59,166
42,7651888,502581,60-100,PA,Argissolo Amarelo,Inceptic Hapludults,Ultisols,Gneiss,0.2320185614849188,55.66,12.97,29.41,39.23,14.56,26.09,6,236895,2,0,699,1632,1107,284,38,62208,1574,153,0,0,23,870,0,2,237857,3,22,8119,26,113,0,31,181
42,7651888,502581,20-60,PA,Argissolo Amarelo,Inceptic Hapludults,Ultisols,Gneiss,0.2900232018561485,53.16,13.68,28.4,35.02,12.84,22.92,0,229905,2,8,299,1031,733,235,38,63313,1560,204,0,3,29,310,6,5,239301,2,19,7475,19,132,0,32,192
42,7651888,502581,20-60,PA,Argissolo Amarelo,Inceptic Hapludults,Ultisols,Gneiss,0.6380510440835268,55.66,13.07,26.95,37.85,13.49,22.5,8,182194,0,0,372,1094,744,149,35,59593,1987,684,0,4,21,0,0,3,283184,0,6,11127,0,55,0,36,291
117,7653135,503904,0-20,PA,Argissolo Amarelo,Inceptic Hapludults,Ultisols,Gneiss,3.6542923433874708,47.75,5.38,14.04,28.41,6.91,11.77,0,133363,0,0,8225,0,894,0,10,19048,34101,563,0,0,3,910,20,138,404403,35,0,3321,0,0,18,39,148
117,7653135,503904,60-100,PA,Argissolo Amarelo,Inceptic Hapludults,Ultisols,Gneiss,0.2900232018561485,52.52,8.91,19.91,37.31,11.92,20.38,29,160937,0,23,1819,0,793,0,12,26623,32791,356,0,5,9,0,45,221,346697,28,11,3538,14,0,44,45,215
42,7651888,502581,0-20,PA,Argissolo Amarelo,Inceptic Hapludults,Ultisols,Gneiss,3.6542923433874708,49.56,11.29,20.96,32.88,11.6,15.35,0,202822,1,0,6401,0,575,116,34,62814,2283,1112,0,0,19,508,6,8,301549,19,16,10500,17,162,3,38,268
42,7651888,502581,60-100,PA,Argissolo Amarelo,Inceptic Hapludults,Ultisols,Gneiss,0.4640371229698376,66.26,13.17,33.41,45.26,14.58,29.61,0,265832,2,0,531,1430,476,169,38,54607,1454,126,0,7,22,226,7,0,262079,2,23,8031,0,174,0,27,182
49,7651489,502798,60-100,PA,Argissolo Amarelo,Inceptic Hapludults,Ultisols,Gneiss,0.5220417633410673,62.46,13.43,28.86,39.06,14.95,24.98,0,248444,0,0,657,1479,528,155,11,41937,3060,71,3,0,13,515,6,8,303005,9,17,5803,17,0,0,32,223
28,7652328.46175,502136.418013,60-100,PV,Argissolo Vermelho,Typic Rhodudults,Ultisols,Gneiss,1.0440835266821347,58.37,21.24,29.72,40.11,22.51,23.85,11,215172,0,0,0,759,586,364,19,40788,4637,0,0,3,71,0,6,8,278203,0,15,3498,18,0,0,28,140
28,7652328.46175,502136.418013,60-100,PV,Argissolo Vermelho,Typic Rhodudults,Ultisols,Gneiss,0.1160092807424594,53.78,21.68,29.95,36.97,21.71,21.72,0,235796,4,0,0,1213,802,549,18,48470,4468,34,0,0,80,0,7,9,298645,0,19,4201,29,19,0,26,138
28,7652328.46175,502136.418013,20-60,PV,Argissolo Vermelho,Typic Rhodudults,Ultisols,Gneiss,0.6960556844547564,52.53,20.6,28.91,31.99,18.43,19.79,0,215856,1,0,105,837,738,591,21,52557,3829,99,0,0,83,223,10,9,267739,0,19,4424,0,0,0,29,158
28,7652328.46175,502136.418013,20-60,PV,Argissolo Vermelho,Typic Rhodudults,Ultisols,Gneiss,0.8120649651972157,54.89,19.99,28.65,39.01,19.95,22.07,0,199670,0,0,67,715,738,611,21,53552,3579,83,0,0,88,0,0,9,267419,0,17,4333,15,0,0,28,169
28,7652328.46175,502136.418013,0-20,PV,Argissolo Vermelho,Typic Rhodudults,Ultisols,Gneiss,1.1020881670533642,54.84,15.93,26.05,36.52,15.31,19.17,7,169801,1,0,205,373,699,654,21,54244,3881,160,0,0,83,0,7,11,293069,0,10,3831,0,23,0,33,172
57,7652202.46174,502904.418068,60-100,PV,Argissolo Vermelho,Typic Rhodudults,Ultisols,Gabbro,0.6380510440835268,39.33,20.73,24.4,28.2,17.34,15.66,0,177765,0,33,1064,0,127,4397,183,239446,802,934,0,0,390,0,83,22,170850,0,0,13922,0,463,0,80,180
57,7652202.46174,502904.418068,20-60,PV,Argissolo Vermelho,Typic Rhodudults,Ultisols,Gabbro,0.7540603248259861,35.17,18.99,22.54,24.44,15.47,14.07,0,168761,0,49,1605,467,104,4155,174,230501,769,780,0,0,368,0,79,18,168020,0,0,13363,0,418,0,75,158
56,7652204,502899,0-20,PV,Argissolo Vermelho,Typic Rhodudults,Ultisols,Gabbro,1.3921113689095128,49.69,16.49,24.8,32.92,16.3,19.67,0,120243,0,0,3081,538,358,1604,66,139311,5162,668,0,0,127,553,36,26,191135,3,0,9808,0,152,0,50,152
27,7652330,502131,0-20,PV,Argissolo Vermelho,Typic Rhodudults,Ultisols,Gneiss,1.1020881670533642,41.92,18.17,24,33.96,19.07,21.95,0,162061,2,0,162,1188,766,587,16,50545,4018,172,0,4,81,0,0,9,268803,0,12,4546,0,0,0,34,157
82,7653187,503203,0-20,PVA,Argissolo Vermelho-Amarelo,Typic Hapludults,Ultisols,Gneiss,1.1020881670533642,57.72,5.27,12.86,41.43,5.89,12.04,0,173178,0,0,1068,373,534,84,22,43895,4086,395,0,11,23,421,7,10,302438,10,0,8379,0,0,0,25,280
85,7653454,503227,0-20,PVA,Argissolo Vermelho-Amarelo,Typic Hapludults,Ultisols,Gneiss,1.740139211136891,45.44,9.84,17.61,37.27,10.52,16.7,7,173731,0,0,3902,0,547,54,18,35373,4191,690,0,11,37,523,30,12,332380,29,0,6441,0,0,7,31,292
21,7652512,501983,0-20,PVA,Argissolo Vermelho-Amarelo,Typic Hapludults,Ultisols,Gneiss,2.668213457076566,59.48,16.29,28.13,39.16,18.44,25.31,0,150037,0,0,7103,0,489,178,22,37575,1840,221,0,0,42,241,9,5,253084,15,11,4368,0,0,0,26,170
34,7652088,502248,0-20,PVA,Argissolo Vermelho-Amarelo,Typic Hapludults,Ultisols,Gneiss,0.8120649651972157,41.6,17.88,23.62,29.31,16.97,18.44,0,183266,0,0,1649,0,859,110,18,40848,4270,208,0,0,33,0,15,12,316167,9,5,7179,0,49,0,30,179
22,7652409,502015,0-20,PVA,Argissolo Vermelho-Amarelo,Typic Hapludults,Ultisols,Gneiss,5.626450116009281,43.01,6.7,14.04,26.44,7.08,9.88,0,143754,0,0,14023,0,409,241,22,37024,2082,1106,0,3,27,960,0,4,352103,32,0,9035,0,18,0,31,181
22,7652409,502015,60-100,PVA,Argissolo Vermelho-Amarelo,Typic Hapludults,Ultisols,Gneiss,0.5220417633410673,53.42,13.45,22.58,38.09,15.71,21.47,0,189991,2,0,215,1222,513,290,20,47479,2337,787,0,6,57,0,0,10,327233,0,17,8110,0,0,9,37,243
21,7652512,501983,60-100,PVA,Argissolo Vermelho-Amarelo,Typic Hapludults,Ultisols,Gneiss,0.5220417633410673,38.26,15.85,22.62,22.18,11.86,12.6,0,250578,0,0,0,1616,609,302,25,50954,2157,96,0,0,53,0,17,6,281058,2,18,4692,0,0,0,21,149
34,7652088,502248,60-100,PVA,Argissolo Vermelho-Amarelo,Typic Hapludults,Ultisols,Gneiss,0.4640371229698376,53,12.04,20.62,35.53,12.89,17.95,0,176913,0,0,318,1352,436,134,22,51656,2958,97,0,0,42,0,0,8,229571,0,6,6407,0,0,0,31,151
74,7651489,503171,60-100,PVA,Argissolo Vermelho-Amarelo,Typic Hapludults,Ultisols,Gneiss,1.7981438515081207,50.01,13.51,21.86,33.61,13.48,17.91,0,219170,0,0,133,1260,530,245,24,52170,3368,231,0,0,25,0,0,7,297675,2,10,7350,0,23,0,20,198
110,7653410,503721,0-20,PVA,Argissolo Vermelho-Amarelo,Typic Hapludults,Ultisols,Gneiss,5.80046403712297,47.34,10.72,19.5,29.8,10.23,14.66,0,147227,0,0,14443,0,629,85,33,69720,4074,1014,0,4,15,246,8,21,265130,37,5,10355,16,77,0,33,216
126,7652971,504104,0-20,PVA,Argissolo Vermelho-Amarelo,Typic Hapludults,Ultisols,Gneiss,4.930394431554524,42.79,9.87,17.48,25.38,9.75,12.18,0,177958,0,0,11680,0,518,89,28,58730,2946,600,0,8,20,909,24,14,307206,23,4,7361,0,21,11,29,184
126,7652971,504104,60-100,PVA,Argissolo Vermelho-Amarelo,Typic Hapludults,Ultisols,Gneiss,0.580046403712297,49.62,15.34,24.2,33.91,17.63,21.55,8,217220,0,0,158,1466,808,99,24,63641,3084,277,0,17,23,228,10,15,268920,2,11,6553,0,0,8,27,239
122,7653365,503941,0-20,PVA,Argissolo Vermelho-Amarelo,Typic Hapludults,Ultisols,Gneiss,3.248259860788863,42.89,9.76,17.44,31.26,9.37,13.73,0,167704,3,0,5714,0,540,74,13,49159,1483,517,3,15,0,0,7,2,298857,13,5,8756,0,0,0,20,307
122,7653365,503941,60-100,PVA,Argissolo Vermelho-Amarelo,Typic Hapludults,Ultisols,Gneiss,1.2180974477958237,38.72,10.38,17.21,28.16,10.63,15.06,0,200204,8,0,137,1528,704,155,16,60877,1541,304,0,19,18,0,0,3,279935,4,13,9022,0,0,0,19,353
17,7652045,501866,0-20,PVA,Argissolo Vermelho-Amarelo,Typic Hapludults,Ultisols,Gneiss,3.1322505800464038,54.12,10.22,20.38,34.96,9.68,14.66,0,191986,0,0,3068,0,690,56,17,30260,3859,367,0,0,15,224,15,8,337586,12,10,5009,0,0,0,75,212
17,7652045,501866,60-100,PVA,Argissolo Vermelho-Amarelo,Typic Hapludults,Ultisols,Gneiss,0.6960556844547564,66.6,15.61,25.38,46.88,17.98,24.03,0,224859,1,0,605,1040,553,65,11,30062,4924,100,0,0,15,254,0,11,336314,0,16,4540,0,0,0,43,212
125,7652786,504104,0-20,PVA,Argissolo Vermelho-Amarelo,Typic Hapludults,Ultisols,Gneiss,2.8422273781902554,48.04,11.29,21.24,33.43,11.9,17.78,0,163056,0,0,3544,1315,788,0,25,59497,2167,366,0,15,0,1402,0,0,266481,17,10,9074,0,0,0,44,218
125,7652786,504104,60-100,PVA,Argissolo Vermelho-Amarelo,Typic Hapludults,Ultisols,Gneiss,0.6960556844547564,48.14,14.84,23.56,35.44,17.47,22.55,0,177051,0,9,260,1671,817,0,18,65788,1489,233,0,16,0,281,28,2,233012,8,19,8776,20,0,0,22,240
38,7651860,502426,0-20,PVA,Argissolo Vermelho-Amarelo,Typic Hapludults,Ultisols,Gneiss,2.8422273781902554,46.53,7.22,15.76,29.45,7.01,12,0,191226,2,0,6650,0,586,40,22,55546,2446,927,0,3,10,1350,12,9,312957,21,5,8317,16,85,0,53,231
38,7651860,502426,60-100,PVA,Argissolo Vermelho-Amarelo,Typic Hapludults,Ultisols,Gneiss,0.580046403712297,52.14,20.28,29.44,36.68,20.33,23.77,0,265376,0,0,281,1658,499,163,26,74061,1799,312,0,0,12,0,7,0,259284,2,24,7787,16,28,0,25,205
12,7652419,501662,0-20,PVA,Argissolo Vermelho-Amarelo,Typic Hapludults,Ultisols,Gabbro,1.9721577726218098,53.32,16.62,26.62,36.2,16.28,20.21,0,190026,0,0,3944,0,411,299,45,88738,3869,913,0,0,79,1009,0,14,299826,12,13,12296,0,151,0,41,212
12,7652419,501662,60-100,PVA,Argissolo Vermelho-Amarelo,Typic Hapludults,Ultisols,Gabbro,0.580046403712297,41.7,18.31,25.48,31.27,19.84,22.06,0,174295,0,0,576,1569,445,428,48,106475,2251,432,0,0,132,0,0,9,218274,0,15,10920,0,0,5,35,150
25,7652308,502070,60-100,PVA,Argissolo Vermelho-Amarelo,Typic Hapludults,Ultisols,Gneiss,0.40603248259860786,56.52,17.49,31.11,40,18.59,24.97,0,258773,1,0,0,1890,389,712,26,86883,1746,135,0,0,60,0,0,3,230427,0,16,7152,0,0,0,19,164
128,7652459,504114,0-20,PVA,Argissolo Vermelho-Amarelo,Typic Hapludults,Ultisols,Gneiss,3.5962877030162415,39.8,12.18,19.85,25.97,9.5,12.07,0,187601,0,0,2190,748,502,772,28,96168,1538,472,0,18,31,466,9,2,220437,12,10,11643,0,56,0,27,275
128,7652459,504114,60-100,PVA,Argissolo Vermelho-Amarelo,Typic Hapludults,Ultisols,Gneiss,1.9721577726218098,33.58,11.35,17.37,22.08,8.75,9.41,0,160653,0,0,340,1069,640,721,19,96997,1072,319,0,16,30,0,7,3,153241,2,22,11287,45,33,0,20,291
119,7652601,503917,0-20,PVA,Argissolo Vermelho-Amarelo,Typic Hapludults,Ultisols,Gneiss,2.8422273781902554,39.09,12.99,21.8,26.25,10.84,13.64,0,194188,5,9,6543,0,497,165,31,84259,1064,277,0,23,7,1648,0,0,160969,18,20,11921,0,188,0,28,273
119,7652601,503917,60-100,PVA,Argissolo Vermelho-Amarelo,Typic Hapludults,Ultisols,Gneiss,0.9280742459396752,42.2,16.38,23.92,24.83,12.56,14.09,7,218327,7,10,0,958,542,234,16,88770,839,252,4,20,14,0,0,0,148109,0,25,12727,0,35,0,14,287
19,7652416,501866,0-20,PVA,Argissolo Vermelho-Amarelo,Typic Hapludults,Ultisols,Gabbro,4.234338747099768,32.45,10.11,14.46,30.52,11.34,14.42,0,161930,0,0,15008,0,515,107,67,70374,3463,801,0,0,13,2671,8,16,273841,37,0,7487,0,131,0,79,170
60,7651489,502985,60-100,PVA,Argissolo Vermelho-Amarelo,Typic Hapludults,Ultisols,Gneiss,0.4640371229698376,53.73,19.41,28.99,39.03,20.98,25.74,0,221098,2,0,616,1557,529,280,25,65006,2420,139,0,3,39,0,0,6,272632,0,19,7078,0,29,3,29,171
80,7653528,503172,0-20,PVA,Argissolo Vermelho-Amarelo,Typic Hapludults,Ultisols,Gneiss,3.6542923433874708,50.33,9.49,18.46,30.42,9.33,14.09,0,179512,0,0,5645,0,586,135,16,34575,5553,859,0,6,40,1046,53,20,376498,31,0,6200,0,0,11,28,259
80,7653528,503172,60-100,PVA,Argissolo Vermelho-Amarelo,Typic Hapludults,Ultisols,Gneiss,0.2900232018561485,58.08,18.32,29.87,37.37,20.31,26.1,0,244996,1,8,489,1508,844,128,12,44706,3914,112,0,3,37,222,29,15,283643,25,22,4301,24,0,14,25,188
82,7653187,503203,60-100,PVA,Argissolo Vermelho-Amarelo,Typic Hapludults,Ultisols,Gneiss,0.4640371229698376,61.75,21.43,21.53,46.62,22.89,20.48,0,208995,3,0,520,1605,659,172,19,60191,3360,136,0,9,23,209,0,7,240534,13,14,5583,16,0,0,17,215
107,7653349,503555,0-20,PVA,Argissolo Vermelho-Amarelo,Typic Hapludults,Ultisols,Gabbro,3.480278422273782,48,12.96,21.2,31.67,11.29,15.59,0,152867,0,0,4178,724,470,267,44,63940,4510,1286,0,14,64,1235,32,23,311293,11,0,9854,0,19,8,43,230
107,7653349,503555,60-100,PVA,Argissolo Vermelho-Amarelo,Typic Hapludults,Ultisols,Gabbro,0.6380510440835268,44.97,16.47,24.72,29.55,16.92,19.27,0,159413,0,0,850,1641,658,256,51,77223,2697,538,0,8,65,239,27,16,229830,0,0,7103,0,0,12,34,193
92,7652786,503358,60-100,PVA,Argissolo Vermelho-Amarelo,Typic Hapludults,Ultisols,Gabbro,0.9280742459396752,51.13,20.83,30.78,38.42,21.86,25.98,6,147598,0,0,1689,1594,348,170,66,115242,1431,619,0,17,43,522,34,4,204360,3,6,12165,0,41,16,56,222
108,7652889,503589,0-20,PVA,Argissolo Vermelho-Amarelo,Typic Hapludults,Ultisols,Gabbro,6.496519721577726,45.71,12.18,20.46,30.39,11.11,14.45,0,103111,0,0,6674,0,814,783,31,65436,5559,927,0,4,241,878,8,19,324948,27,0,7702,0,24,8,36,260
108,7652889,503589,60-100,PVA,Argissolo Vermelho-Amarelo,Typic Hapludults,Ultisols,Gabbro,1.1020881670533642,35.46,17.56,22.48,25,12.72,12.6,0,174989,0,10,737,0,556,3996,68,164963,1082,410,0,5,354,233,38,8,150650,0,0,12528,0,368,0,52,165
85,7653454,503227,60-100,PVA,Argissolo Vermelho-Amarelo,Typic Hapludults,Ultisols,Gneiss,0.2320185614849188,59.08,16.86,30.04,41.78,19.21,27.37,0,200086,3,7,864,1772,946,214,16,58918,3092,183,0,5,67,426,26,10,235214,20,17,5517,0,0,7,29,195
120,7652974,503922,0-20,PV,Argissolo Vermelho,Typic Rhodudults,Ultisols,Gneiss,3.7703016241299303,41.41,8.61,16.71,30.25,8.25,12.61,0,120972,0,0,4803,0,550,0,21,42260,13305,1158,0,15,5,546,20,64,361504,21,0,9974,0,23,21,57,284
120,7652974,503922,60-100,PV,Argissolo Vermelho,Typic Rhodudults,Ultisols,Gneiss,0.2900232018561485,72.02,15.01,19.68,49.56,22.07,22.34,0,293321,0,0,58,764,741,97,13,26586,2258,0,0,3,5,0,0,0,373362,2,18,2792,0,0,0,14,152
24,7652230,502053,0-20,PV,Argissolo Vermelho,Typic Rhodudults,Ultisols,Gneiss,4.234338747099768,44.5,18.88,27.12,28.88,15.32,16.76,0,243738,1,0,2395,387,377,472,21,73505,1563,305,0,4,36,484,0,0,213150,9,21,10004,0,108,0,22,218
24,7652230,502053,60-100,PV,Argissolo Vermelho,Typic Rhodudults,Ultisols,Gneiss,0.1160092807424594,50.02,22.39,28.48,29.25,17.91,19.66,0,232188,4,0,0,1779,506,606,41,72937,1363,239,0,4,86,0,0,0,234532,0,13,9182,0,22,0,26,229
27,7652330,502131,60-100,PV,Argissolo Vermelho,Typic Rhodudults,Ultisols,Gneiss,1.0440835266821347,36.31,21.85,23.64,28.33,17.78,17.14,0,217185,3,0,0,1259,585,422,18,42698,5181,0,0,0,77,0,9,8,288494,0,16,4352,0,0,0,28,142
26,7652536,502074,60-100,PV,Argissolo Vermelho,Typic Rhodudults,Ultisols,Gabbro,1.0440835266821347,40.77,16.38,23.98,26.69,13.24,15.3,0,181174,2,0,0,975,205,3270,77,173015,991,313,0,0,352,0,49,6,167990,0,0,11374,0,303,0,37,194
77,7652230,503171,0-20,PV,Argissolo Vermelho,Typic Rhodudults,Ultisols,Gabbro,5.626450116009281,38.69,15.35,23.45,27.35,10.66,13.88,0,183687,0,0,5438,0,299,1955,48,166937,1277,635,0,5,113,0,40,9,124462,0,0,16650,0,346,0,118,190
77,7652230,503171,60-100,PV,Argissolo Vermelho,Typic Rhodudults,Ultisols,Gabbro,2.494199535962877,27.69,16.25,18.66,25.13,14.73,13.59,0,177509,0,12,0,386,91,2283,50,171191,885,346,0,12,134,0,49,8,118562,0,0,16280,0,361,0,35,217
13,7652045,501680,0-20,PV,Argissolo Vermelho,Typic Rhodudults,Ultisols,Gabbro,4.930394431554524,41.19,9.29,18.07,28.14,7.87,12.5,0,164013,0,0,9162,0,541,120,62,84390,3577,1013,0,3,35,1029,19,14,284839,25,0,8327,0,166,13,82,178
13,7652045,501680,60-100,PV,Argissolo Vermelho,Typic Rhodudults,Ultisols,Gabbro,0.7540603248259861,43.67,19.82,28.08,32.59,18.7,21.45,0,166234,0,0,346,1800,770,171,108,142450,1812,946,0,4,50,905,41,12,221903,0,0,14223,16,275,28,74,252
105,7652972,503544,0-20,PV,Argissolo Vermelho,Typic Rhodudults,Ultisols,Gabbro,2.668213457076566,48.71,17.72,25.27,33.69,15.56,18.06,6,153601,2,0,3837,1141,380,334,48,72832,3552,1016,0,14,150,566,20,15,302468,25,0,9692,0,20,18,52,299
105,7652972,503544,60-100,PV,Argissolo Vermelho,Typic Rhodudults,Ultisols,Gabbro,0.6960556844547564,49.78,22.95,29.38,34.42,22.45,22.99,0,199521,0,0,1323,1900,881,416,51,91345,2728,420,0,9,173,498,26,9,257310,11,15,7327,0,0,6,39,217
56,7652204,502899,60-100,PV,Argissolo Vermelho,Typic Rhodudults,Ultisols,Gabbro,0.5220417633410673,38.82,18.07,23.12,27.29,15.18,15.6,0,131697,0,19,793,0,412,3611,155,209806,825,835,0,0,402,0,83,20,145368,0,0,13100,0,418,0,73,149
